,name,gender,race,born_locate,born_year,education,working_year,if_ccp,join_year,current_post,next_post,current_post_year,next_post_year
722,陈润儿,1,汉族,湖南,1957,2,1975,1,1975,6,7,1977,1985
723,陈润儿,1,汉族,湖南,1957,2,1975,1,1975,7,9,1985,1995
724,陈润儿,1,汉族,湖南,1957,2,1975,1,1975,9,11,1995,2006
725,咸辉,0,回族,甘肃,1958,3,1975,1,1976,10,11,1982,2000
726,艾俊涛,1,汉族,四川,1965,2,1984,1,1991,3,7,1991,1995
727,艾俊涛,1,汉族,四川,1965,2,1984,1,1991,7,9,1995,2004
728,张超超,1,汉族,河南,1967,3,1995,1,1987,5,9,1996,2002
729,张超超,1,汉族,河南,1967,3,1995,1,1987,9,11,2002,2005
730,马汉成,1,回族,宁夏,1968,2,1990,1,1987,3,7,1993,1997
731,马汉成,1,回族,宁夏,1968,2,1990,1,1987,7,9,1997,2005
732,张柱,1,汉族,宁夏,1968,2,1989,1,1988,3,4,1991,1994
733,张柱,1,汉族,宁夏,1968,2,1989,1,1988,4,7,1994,1996
734,张柱,1,汉族,宁夏,1968,2,1989,1,1988,7,9,1996,2006
735,姜志刚,1,汉族,江苏,1960,2,1982,1,1986,10,11,1985,2013
736,马汉成,1,回族,宁夏,1968,2,1990,1,1987,3,7,1993,1997
737,马汉成,1,回族,宁夏,1968,2,1990,1,1987,7,9,1997,2005
738,姜志刚,1,汉族,江苏,1960,2,1982,1,1986,10,11,1985,2013
739,赵永清,1,汉族,山东,1963,2,1982,1,1989,6,7,1991,1995
740,赵永清,1,汉族,山东,1963,2,1982,1,1989,7,9,1995,2003
741,张超超,1,汉族,河南,1967,3,1995,1,1987,5,9,1996,2002
742,张超超,1,汉族,河南,1967,3,1995,1,1987,9,11,2002,2005
743,何健,1,汉族,江苏,1965,2,1986,1,1985,5,10,1993,1997
744,何健,1,汉族,江苏,1965,2,1986,1,1985,10,11,1997,2001
745,胡文容,1,,福建,1964,3,,0,,5,9,1996,2004
746,胡文容,1,,福建,1964,3,,0,,9,11,2004,2009
747,辛国荣,1,汉族,重庆,1963,2,,1,,8,9,2001,2007
748,唐良智,1,汉族,湖北,1960,3,1983,1,1982,7,9,1998,2007
749,唐良智,1,汉族,湖北,1960,3,1983,1,1982,9,11,2007,2017
750,李应兰,1,汉族,重庆,1965,2,1983,1,1986,5,6,1993,1996
751,李应兰,1,汉族,重庆,1965,2,1983,1,1986,6,7,1996,1997
752,李应兰,1,汉族,重庆,1965,2,1983,1,1986,7,9,1997,2003
753,唐小平,1,汉族,,1969,2,1988,1,1992,2,6,1994,1995
754,唐小平,1,汉族,,1969,2,1988,1,1992,6,7,1995,1996
755,唐小平,1,汉族,,1969,2,1988,1,1992,7,8,1996,1997
756,唐小平,1,汉族,,1969,2,1988,1,1992,8,10,1997,1999
757,唐小平,1,汉族,,1969,2,1988,1,1992,10,11,1999,2013
758,覃昌德,1,汉族,重庆,1976,2,1999,1,1998,4,6,2000,2004
759,覃昌德,1,汉族,重庆,1976,2,1999,1,1998,6,9,2004,2006
760,蒲彬彬,1,汉族,重庆,1966,0,1984,1,1992,4,7,1993,1995
761,蒲彬彬,1,汉族,重庆,1966,0,1984,1,1992,7,9,1995,1997
762,杨树海,1,汉族,,1964,2,1982,1,1985,6,11,1993,1998
763,陈文森,1,土家族,重庆,1965,2,1987,1,1993,5,9,1994,2001
764,杨晓云,1,汉族,重庆,1969,2,1991,1,1991,4,5,1992,1995
765,杨晓云,1,汉族,重庆,1969,2,1991,1,1991,5,7,1995,1997
766,杨晓云,1,汉族,重庆,1969,2,1991,1,1991,7,9,1997,1999
767,杨晓云,1,汉族,重庆,1969,2,1991,1,1991,9,11,1999,2001
768,贾晖,1,汉族,重庆,1975,2,1998,1,1997,4,5,2000,2003
769,贾晖,1,汉族,重庆,1975,2,1998,1,1997,5,9,2003,2008
770,贾晖,1,汉族,重庆,1975,2,1998,1,1997,9,10,2008,2013
771,黄宗华,1,汉族,重庆,1964,2,1984,1,1989,2,7,1984,1995
772,黄宗华,1,汉族,重庆,1964,2,1984,1,1989,7,9,1995,1997
773,黄宗华,1,汉族,重庆,1964,2,1984,1,1989,9,11,1997,2012
774,王赋,1,汉族,山西,1962,2,1986,1,1985,7,11,1988,1999
775,黄宗林,1,汉族,重庆,1964,1,1983,1,1995,3,6,1993,1994
776,黄宗林,1,汉族,重庆,1964,1,1983,1,1995,6,7,1994,1997
777,黄宗林,1,汉族,重庆,1964,1,1983,1,1995,7,9,1997,1997
778,徐万忠,1,汉族,重庆,1967,2,1986,1,1995,8,9,1994,1998
779,徐万忠,1,汉族,重庆,1967,2,1986,1,1995,9,11,1998,2007
780,李维超,1,汉族,四川,1961,1,1985,1,1984,4,11,1985,1990
781,李维超,1,汉族,四川,1961,1,1985,1,1984,11,12,1990,1997
782,秦文敏,1,汉族,重庆,1965,2,1988,1,1987,4,9,1995,2000
783,秦文敏,1,汉族,重庆,1965,2,1988,1,1987,9,11,2000,2008
784,刘强,1,汉族,,1961,2,1984,1,1984,7,9,1984,1995
785,刘强,1,汉族,,1961,2,1984,1,1984,9,11,1995,2000
786,周少政,1,汉族,重庆,1963,2,1982,1,1985,2,7,1987,1996
787,周少政,1,汉族,重庆,1963,2,1982,1,1985,7,9,1996,1997
788,于会文,1,满族,辽宁,1968,3,1993,1,,3,4,1997,1998
789,于会文,1,满族,辽宁,1968,3,1993,1,,4,11,1998,1999
790,种及灵,1,汉族,山东,1966,3,1986,1,1986,9,11,1998,2011
791,段成刚,1,汉族,,1963,2,1983,1,1985,8,10,1985,1988
792,段成刚,1,汉族,,1963,2,1983,1,1985,10,12,1988,1994
793,李成群,1,土家族,重庆,1966,2,1984,1,1989,6,9,1986,2003
794,张兴益,1,汉族,重庆,1964,2,1983,1,1987,6,7,1985,1996
795,张兴益,1,汉族,重庆,1964,2,1983,1,1987,7,9,1996,1997
796,张兴益,1,汉族,重庆,1964,2,1983,1,1987,9,11,1997,2006
797,李步彬,1,汉族,重庆,1963,1,1982,1,1988,7,8,1995,1995
798,李步彬,1,汉族,重庆,1963,1,1982,1,1988,8,10,1995,1997
799,刘小强,1,汉族,重庆,1971,2,1989,1,1992,8,9,1998,2007
800,张鸣,1,汉族,湖南,1962,1,1982,1,1984,2,3,1982,1985
801,张鸣,1,汉族,湖南,1962,1,1982,1,1984,3,7,1985,1992
802,张鸣,1,汉族,湖南,1962,1,1982,1,1984,7,11,1992,1999
803,郑向东,1,汉族,四川,1968,3,1990,1,1988,4,7,1990,1997
804,郑向东,1,汉族,四川,1968,3,1990,1,1988,7,11,1997,2002
805,左永祥,1,汉族,重庆,1968,2,1991,1,1993,10,11,1991,1998
806,江涛,1,汉族,重庆,1962,1,1983,1,1985,6,7,1983,1990
807,江涛,1,汉族,重庆,1962,1,1983,1,1985,7,10,1990,1991
808,段成刚,1,汉族,,1963,2,1983,1,1985,8,10,1985,1988
809,段成刚,1,汉族,,1963,2,1983,1,1985,10,12,1988,1994
810,左军,1,土家族,重庆,1968,2,1983,1,1991,6,9,1997,1998
811,左军,1,土家族,重庆,1968,2,1983,1,1991,9,10,1998,2005
812,曹邦兴,1,汉族,重庆,1973,2,1992,1,1993,8,11,1997,2001
813,钱建超,1,汉族,重庆,1965,2,1984,1,1984,6,8,1989,1994
814,钱建超,1,汉族,重庆,1965,2,1984,1,1984,8,9,1994,1997
815,钱建超,1,汉族,重庆,1965,2,1984,1,1984,9,10,1997,1997
816,钱建超,1,汉族,重庆,1965,2,1984,1,1984,10,11,1997,1998
817,唐川,1,汉族,重庆,1964,2,1985,1,1984,10,11,1985,1997
818,李明清,1,汉族,重庆,1965,2,1983,1,1992,4,9,1993,1996
819,李明清,1,汉族,重庆,1965,2,1983,1,1992,9,11,1996,1997
820,何友生,1,汉族,,1966,2,1988,1,1986,10,11,1997,2002
821,向业顺,1,苗族,重庆,1972,2,1994,1,1993,9,12,1998,2001
822,余长明,1,汉族,四川,1965,3,1984,1,1985,5,7,1984,1995
823,余长明,1,汉族,四川,1965,3,1984,1,1985,7,9,1995,1996
824,余长明,1,汉族,四川,1965,3,1984,1,1985,9,11,1996,1997
825,徐世国,1,汉族,重庆,1963,2,1982,1,1983,5,12,1984,1997
826,唐德祥,1,汉族,重庆,1965,2,1984,1,1986,7,11,1992,2005
827,李春奎,1,汉族,重庆,1969,2,1991,1,1995,7,9,1996,2007
828,冉华章,1,土家族,重庆,1966,2,1983,1,1993,6,7,1991,1993
829,冉华章,1,土家族,重庆,1966,2,1983,1,1993,7,10,1993,1997
830,李静,0,汉族,河南,1962,2,1984,1,1983,8,9,1985,1985
831,李静,0,汉族,河南,1962,2,1984,1,1983,9,11,1985,1998
832,龚均,1,汉族,重庆,,0,,0,,5,9,1989,2003
833,屈谦,1,汉族,四川,1960,2,1983,0,,8,10,1993,2013
834,屈谦,1,汉族,四川,1960,2,1983,0,,10,11,2013,2016
835,姜国杰,1,汉族,山东,1976,3,2003,1,1999,2,7,2004,2008
836,姜国杰,1,汉族,山东,1976,3,2003,1,1999,7,9,2008,2017
837,黄玉林,1,汉族,重庆,1963,2,1981,1,1985,4,11,1988,1993
838,张安疆,1,汉族,甘肃,1971,2,1997,1,,2,3,1997,1998
839,张安疆,1,汉族,甘肃,1971,2,1997,1,,3,7,1998,2004
840,张安疆,1,汉族,甘肃,1971,2,1997,1,,7,11,2004,2012
841,邓恢林,1,汉族,湖北,1965,2,1984,1,1989,2,3,1984,1991
842,邓恢林,1,汉族,湖北,1965,2,1984,1,1989,3,7,1991,1996
843,邓恢林,1,汉族,湖北,1965,2,1984,1,1989,7,10,1996,2003
844,邓恢林,1,汉族,湖北,1965,2,1984,1,1989,10,11,2003,2006
845,邓恢林,1,汉族,湖北,1965,2,1984,1,1989,11,12,2006,2015
846,蹇泽西,1,汉族,重庆,1963,2,,1,,5,7,1994,1996
847,蹇泽西,1,汉族,重庆,1963,2,,1,,7,9,1996,1997
848,蹇泽西,1,汉族,重庆,1963,2,,1,,9,11,1997,2003
849,曾菁华,1,汉族,重庆,1966,2,,1,,6,11,1984,1996
850,高洪波,1,汉族,,1965,1,1982,1,1985,9,11,1992,2003
851,周勇,1,汉族,重庆,1964,2,,0,,4,11,1983,1990
852,石强,1,苗族,重庆,1968,2,,1,,5,7,1995,1997
853,石强,1,苗族,重庆,1968,2,,1,,7,12,1997,2001
854,徐江,1,汉族,重庆,1965,3,1987,1,1993,8,9,1992,1996
855,卢红,0,汉族,四川,1968,2,1989,1,1993,4,9,1989,1995
856,卢红,0,汉族,四川,1968,2,1989,1,1993,9,11,1995,2000
857,段成刚,1,汉族,,1963,2,1983,1,1985,8,10,1985,1988
858,段成刚,1,汉族,,1963,2,1983,1,1985,10,12,1988,1994
859,何庆,1,汉族,四川,1968,2,1989,1,1988,8,9,1995,2001
860,王俊,1,汉族,,,2,,1,,8,9,1994,1996
861,代小红,0,汉族,重庆,1966,2,1990,1,1985,6,9,1997,2000
862,罗成,1,汉族,重庆,1971,2,1992,1,1991,5,10,1994,2003
863,陆克华,1,汉族,安徽,1964,2,1989,1,1984,7,8,1994,2004
864,陆克华,1,汉族,安徽,1964,2,1989,1,1984,8,11,2004,2015
865,穆红玉,0,汉族,山东,1963,2,1984,1,1984,2,6,1986,2000
866,穆红玉,0,汉族,山东,1963,2,1984,1,1984,6,7,2000,2001
867,穆红玉,0,汉族,山东,1963,2,1984,1,1984,7,9,2001,2009
868,穆红玉,0,汉族,山东,1963,2,1984,1,1984,9,12,2009,2015
869,熊雪,1,汉族,重庆,1962,0,,0,,8,9,1982,1984
870,熊雪,1,汉族,重庆,1962,0,,0,,9,10,1984,1985
871,熊雪,1,汉族,重庆,1962,0,,0,,10,11,1985,2004
872,巴川江,1,蒙古族,内蒙古,1963,2,1980,1,1984,4,11,1988,1990
873,张学锋,1,汉族,重庆,1963,1,1984,1,1987,9,10,1991,1998
874,张学锋,1,汉族,重庆,1963,1,1984,1,1987,10,11,1998,2006
875,李云峰,1,汉族,山西,1969,2,1994,1,1992,2,11,1996,2000
876,赵俊民,1,汉族,河南,1968,3,1990,1,1996,2,3,1990,1998
877,赵俊民,1,汉族,河南,1968,3,1990,1,1996,3,7,1998,1999
878,赵俊民,1,汉族,河南,1968,3,1990,1,1996,7,10,1999,2012
879,魏增军,1,汉族,,1960,2,1982,1,1982,2,11,1986,1991
880,魏增军,1,汉族,,1960,2,1982,1,1982,2,11,1986,1991
881,惠进才,1,汉族,陕西,1962,2,1982,1,1985,5,10,1984,1989
882,胡玉亭,1,汉族,,1964,2,1986,1,1986,4,9,1994,2011
883,胡玉亭,1,汉族,,1964,2,1986,1,1986,9,11,2011,2018
884,胡玉亭,1,汉族,,1964,2,1986,1,1986,4,9,1994,2011
885,胡玉亭,1,汉族,,1964,2,1986,1,1986,9,11,2011,2018
886,李正印,1,汉族,山西,1962,2,1982,1,1984,10,11,1988,1992
887,楼阳生,1,汉族,浙江,1959,2,1976,1,1981,7,9,1984,1989
888,楼阳生,1,汉族,浙江,1959,2,1976,1,1981,9,11,1989,1991
889,牛一兵,1,汉族,河北,1966,1,1988,1,1985,10,11,2010,2018
890,郭青,1,汉族,河北,1963,3,1982,1,1984,2,11,1985,1991
891,郭青,1,汉族,河北,1963,3,1982,1,1984,11,12,1991,2018
892,魏建锋,1,,河南,1966,3,1991,1,1996,5,9,1999,2000
893,魏建锋,1,,河南,1966,3,1991,1,1996,9,10,2000,2017
894,胡明朗,1,汉族,湖北,1967,2,1985,1,1996,6,9,1999,2010
895,胡明朗,1,汉族,湖北,1967,2,1985,1,1996,9,11,2010,2018
896,王一新,1,汉族,湖北,1965,1,1987,1,1993,5,10,1992,1993
897,王一新,1,汉族,湖北,1965,1,1987,1,1993,10,11,1993,2004
898,胡和平,1,汉族,山东,1962,3,1986,1,1982,10,11,2002,2008
899,李明远,1,汉族,陕西,1965,3,1991,1,1999,5,9,1997,2001
900,李明远,1,汉族,陕西,1965,3,1991,1,1999,9,11,2001,2004
901,熊燕斌,1,汉族,江西,1968,2,1991,1,1991,2,3,1993,1997
902,熊燕斌,1,汉族,江西,1968,2,1991,1,1991,3,7,1997,2001
903,熊燕斌,1,汉族,江西,1968,2,1991,1,1991,7,11,2001,2008
904,张复明,1,汉族,山西,1963,3,1984,0,,7,11,1998,2008
905,刘国中,1,汉族,黑龙江,1962,2,,0,,7,11,1996,2000
906,郭永红,0,汉族,湖北,1968,2,1990,1,1990,6,8,1992,1995
907,郭永红,0,汉族,湖北,1968,2,1990,1,1990,8,9,1995,1997
908,郭永红,0,汉族,湖北,1968,2,1990,1,1990,9,11,1997,2011
909,方红卫,1,汉族,陕西,1966,3,1989,1,1987,4,7,1990,1996
910,方红卫,1,汉族,陕西,1966,3,1989,1,1987,7,9,1996,2015
911,姜四清,1,汉族,湖北,1965,3,1986,1,1998,2,7,1991,2001
912,姜四清,1,汉族,湖北,1965,3,1986,1,1998,7,10,2001,2009
913,姜四清,1,汉族,湖北,1965,3,1986,1,1998,10,11,2009,2015
914,梁桂,1,汉族,安徽,1964,3,1984,1,1993,9,11,1998,2013
915,王拥军,1,汉族,江苏,1963,1,1983,1,1982,6,9,1997,2000
916,王拥军,1,汉族,江苏,1963,1,1983,1,1982,9,11,2000,2019
917,徐广国,1,汉族,黑龙江,1964,3,1984,1,1984,7,9,1993,2003
918,徐广国,1,汉族,黑龙江,1964,3,1984,1,1984,9,11,2003,2011
919,梁桂,1,汉族,安徽,1964,3,1984,1,1993,9,11,1998,2013
920,王震,1,汉族,山西,1965,2,1988,1,1994,6,9,1997,1998
921,刘新云,1,汉族,山东,1962,2,1981,1,1984,1,6,1981,1985
922,刘新云,1,汉族,山东,1962,2,1981,1,1984,6,7,1985,1995
923,刘新云,1,汉族,山东,1962,2,1981,1,1984,7,9,1995,2008
924,刘新云,1,汉族,山东,1962,2,1981,1,1984,9,10,2008,2014
925,刘新云,1,汉族,山东,1962,2,1981,1,1984,10,11,2014,2018
926,王立伟,1,汉族,山西,1963,1,1984,1,1984,7,9,1984,2004
927,王立伟,1,汉族,山西,1963,1,1984,1,1984,9,10,2004,2008
928,董一兵,1,汉族,山西,1963,2,1985,1,1985,7,9,1998,2004
929,商黎光,1,汉族,,1963,2,1981,1,1984,5,7,1989,1994
930,商黎光,1,汉族,,1963,2,1981,1,1984,7,9,1994,1999
931,商黎光,1,汉族,,1963,2,1981,1,1984,9,11,1999,2016
932,杨勤荣,1,汉族。,,,0,,0,,7,9,1992,1998
933,林武,1,汉族,福建,1962,3,1982,1,1987,10,11,2003,2011
934,薛占海,1,汉族,陕西,1963,3,1987,1,1985,7,9,1996,2006
935,郑连生,1,汉族,山西,1965,1,,0,,1,10,1985,1988
936,郑连生,1,汉族,山西,1965,1,,0,,10,11,1988,1996
937,王建军,1,汉族,陕西,1963,2,1983,1,1984,9,11,1997,1998
938,武宏文,1,汉族,山西,1962,0,1979,1,1990,10,11,1984,1995
939,王成,1,汉族,山西,1969,3,1994,1,1991,7,11,1997,2004
940,贺天才,1,汉族,山西,1963,3,1983,1,1998,7,8,1993,2011
941,贺天才,1,汉族,山西,1963,3,1983,1,1998,8,11,2011,2017
942,曲孝丽,0,汉族,山东,1963,3,1985,1,1990,8,9,1996,2001
943,曲孝丽,0,汉族,山东,1963,3,1985,1,1990,9,11,2001,2018
944,张志川,1,,河南,1964,3,1982,1,1997,5,9,1991,2005
945,张志川,1,,河南,1964,3,1982,1,1997,9,10,2005,2011
946,廉毅敏,1,汉族,山西,1964,3,1989,1,1984,10,11,1996,2016
947,范中杰,1,汉族,四川,1966,0,,0,,8,9,1994,2011
948,张硕辅,1,汉族,湖南,1965,3,1988,1,1984,7,9,1993,1997
949,张硕辅,1,汉族,湖南,1965,3,1988,1,1984,9,11,1997,2013
950,温国辉,1,汉族,广东,1963,2,1984,1,1984,2,7,1990,1996
951,温国辉,1,汉族,广东,1963,2,1984,1,1984,7,11,1996,2001
952,李红军,1,汉族,,1965,3,1987,1,1986,2,7,1993,1999
953,李红军,1,汉族,,1965,3,1987,1,1986,7,9,1999,2003
954,李红军,1,汉族,,1965,3,1987,1,1986,9,11,2003,2007
955,郑人豪,1,汉族,广东,1968,3,1990,1,1988,7,10,1999,2002
956,吕玉印,1,汉族,河南,1970,0,,0,,2,7,1998,2001
957,吕玉印,1,汉族,河南,1970,0,,0,,7,9,2001,2009
958,陈如桂,1,汉族,广东,1962,3,1983,1,1992,5,9,1991,2001
959,鲁毅,1,汉族,湖北,1964,3,1982,1,1986,7,8,1997,2003
960,鲁毅,1,汉族,湖北,1964,3,1982,1,1986,8,9,2003,2014
961,赖泽华,1,汉族,广东,1965,2,1988,1,1990,2,5,1988,1991
962,赖泽华,1,汉族,广东,1965,2,1988,1,1990,5,8,1991,1994
963,赖泽华,1,汉族,广东,1965,2,1988,1,1990,8,9,1994,1996
964,郭锋,1,汉族,广东,1960,2,1976,1,1984,7,9,1995,2003
965,姚奕生,1,汉族,广东,1965,2,1987,1,1986,5,7,1992,2003
966,姚奕生,1,汉族,广东,1965,2,1987,1,1986,7,10,2003,2017
967,林应武,1,汉族,,1963,2,1981,1,1985,2,7,1981,1995
968,林应武,1,汉族,,1963,2,1981,1,1985,7,9,1995,2005
969,马正勇,1,汉族,宁夏,1973,3,1994,1,1994,9,12,1996,1999
970,郑雁雄,1,汉族,广东,1963,2,1984,1,1986,10,11,1992,1993
971,袁古洁,0,汉族,贵州,1968,3,1988,1,1992,10,11,2006,2018
972,梁维东,1,汉族,广东,1962,2,1981,1,1984,1,7,1983,2004
973,梁维东,1,汉族,广东,1962,2,1981,1,1984,7,9,2004,2011
974,张硕辅,1,汉族,湖南,1965,3,1988,1,1984,7,9,1993,1997
975,张硕辅,1,汉族,湖南,1965,3,1988,1,1984,9,11,1997,2013
976,焦兰生,1,,,1962,2,1982,1,1985,5,6,1988,2001
977,焦兰生,1,,,1962,2,1982,1,1985,6,9,2001,2011
